key,source,Translation
Subtitles::vx_c00541_p01_plr_v04,Las bestias de la dragona.,
Subtitles::vx_c00541_p01_plr_v05,Las bestias de la dragona.,
Subtitles::vx_c00541_p01_plr_v06,Las bestias de la dragona.,
Subtitles::vx_c00541_p01_plr_v07,Las bestias de la dragona.,
Subtitles::vx_c00541_p01_plr_v08,Las bestias de la dragona.,
Subtitles::vx_c00167_p01_deepo_v02,Los dragoncillos están inquietos. Sssss.,
Subtitles::vx_c00047_p01_plr_v01,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v02,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v04,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v05,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v06,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v07,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00047_p01_plr_v08,Las legendarias Minas de Moria. Qué pena haber dejado todo este mineral aquí abandonado.,
Subtitles::vx_c00516_p01_plr_v01,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v02,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v03,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v04,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v05,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v06,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v07,La fragua ya está encendida.,
Subtitles::vx_c00516_p01_plr_v08,La fragua ya está encendida.,
Subtitles::vx_c00388_p01_plr_v01,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v02,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v03,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v04,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v05,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v06,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v07,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00388_p01_plr_v08,"La fragua de Nogrod, el mayor herrero de todos los enanos.",
Subtitles::vx_c00393_p01_plr_v01,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v02,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v03,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v04,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v05,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v06,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v07,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00393_p01_plr_v08,El fuego de la fragua vuelve a emanar calor.,
Subtitles::vx_c00406_p01_plr_v01,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v02,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v03,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v04,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v05,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v06,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v07,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00406_p01_plr_v08,"El fuego de la fragua ya ruge con fuerza, al igual que yo.",
Subtitles::vx_c00382_p01_plr_v01,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v02,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v03,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v04,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v05,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v06,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v07,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00382_p01_plr_v08,La gran ciudad de Pozo Oscuro...,
Subtitles::vx_c00148_p03_redo_v01,Más vale que el rey tenga un plan.,
Subtitles::vx_c00148_p03_redu_v01,Más vale que el rey tenga un plan.,
Subtitles::vx_c00312_p01_plr_v03,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v05,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v01,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v02,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v04,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v06,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v07,La luz. La ha cegado.,
Subtitles::vx_c00312_p01_plr_v08,La luz. La ha cegado.,
Subtitles::vx_c00442_p01_plr_v01,La gran oscuridad nos espera.,
Subtitles::vx_c00483_p01_plr_v02,La bruma va a dejar las armas para el arrastre.,
Subtitles::vx_c00446_p01_plr_v02,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v03,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v04,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v05,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v06,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v07,La montaña hoy nos sonríe.,
Subtitles::vx_c00446_p01_plr_v08,La montaña hoy nos sonríe.,
Subtitles::vx_c00484_p01_plr_v04,Las montañas están enfadadas. Mejor andar con cuidado.,
Subtitles::vx_c00405_p01_plr_v01,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v02,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v03,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v04,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v05,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v06,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v07,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00405_p01_plr_v08,"La mítica fragua de mithril. Por Aulë, es real.",
Subtitles::vx_c00046_p05_plr_v01,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v02,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v03,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v04,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v06,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v07,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00046_p05_plr_v08,"¿La antigua ruta de los peregrinos de la que hablan las leyendas? ¿Existe? Pues ya tenemos plan. Gracias, Aric.",
Subtitles::vx_c00358_p02_plr_v03,Esos orcos están pidiendo a gritos que los destruyamos a ellos.,
Subtitles::vx_c00387_p02_plr_v01,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v02,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v03,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v04,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v05,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v06,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v07,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00387_p02_plr_v08,"Seguro que está en manos de los orcos, ¡se han hecho con todo Pozo Oscuro!",
Subtitles::vx_c00432_p01_plr_v05,Cómo pica el veneno.,
Subtitles::vx_c00407_p02_plr_v03,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v01,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v02,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v04,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v05,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v06,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v07,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00407_p02_plr_v08,Hay que reparar este sello. No he visto pozo sombrío más grande que este.,
Subtitles::vx_c00391_p03_plr_v01,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v02,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v03,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v04,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v05,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v06,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v07,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00391_p03_plr_v08,La búsqueda de la piedra khazâd comienza donde Náin libró su última batalla contra Caradhras.,
Subtitles::vx_c00092_p04_rav_v01,La piedra está en el alijo de huesos.,
Subtitles::vx_c00359_p01_plr_v01,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v02,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v03,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v04,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v05,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v06,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v07,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00359_p01_plr_v08,Las tumbas de los Durin. El lugar de su eterno reposo. Qué honor poder verlas.,
Subtitles::vx_c00353_p01_plr_v05,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v01,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v02,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v03,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v04,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v06,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v07,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00353_p01_plr_v08,"El camino está inundado, pero seguro que tenían bombas de drenaje. No deben estar muy lejos.",
Subtitles::vx_c00383_p02_plr_v05,La corona no le va a durar mucho en la cabeza a su rey.,
Subtitles::vx_c00399_p02_plr_v05,"Mi hacha pronto dará buena cuenta de sus cuellos. Ja, ja.",
Subtitles::vx_c00383_p02_plr_v02,"Su nuevo rey caerá, al igual que lo hizo Sauron.",
Subtitles::vx_c00177_p02_redo_v01,"¿Esas ratas de vertedero? No, pero lo estoy deseando.",
Subtitles::vx_c00177_p02_redu_v01,¿Los gusanos de montaña? Aún no.,
Subtitles::vx_c00411_p06_rav_v01,"Entonces la casa de Durin volverá a <Subtitle.Italic>Khazad-dûm</>. Por ahora, los vientos del norte me llaman. Adiós.",
Subtitles::vx_c00738_p02_natg_v01,"Y, entonces, los matamos a todos. Je, je, je, je.",
Subtitles::vx_c00364_p02_plr_v01,Entonces estamos en suelo sagrado.,
Subtitles::vx_c00383_p03_plr_v01,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v02,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v03,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v04,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v05,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v06,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v07,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00383_p03_plr_v08,"Solo puede haber un rey en <Subtitle.Italic>Khazad-dûm</>, y no será el líder de los orcos.",
Subtitles::vx_c00379_p01_plr_v05,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00488_p01_plr_v03,Aquí caen rayos.,
Subtitles::vx_c00560_p01_plr_v01,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v02,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v03,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v04,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v05,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v06,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v07,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00560_p01_plr_v08,Aún queda un enano con vida en <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00001_p03_plr_v01,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v02,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v03,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v04,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v05,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v06,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v07,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00001_p03_plr_v08,Tiene que haber una forma de volver al campamento.,
Subtitles::vx_c00181_p01_gun_v01,En estas montañas también hay enanos.,
Subtitles::vx_c00361_p01_plr_v01,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v02,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v03,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v04,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v05,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v06,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v07,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00361_p01_plr_v08,Aquí falta una piedra. ¿La piedra khazâd?,
Subtitles::vx_c00401_p02_plr_v08,"Se parecen, no cabe duda.",
Subtitles::vx_c00233_p01_nato_v01,No podéis escapar.,
Subtitles::vx_c00233_p01_nato_v02,No podéis escapar.,
Subtitles::vx_c00013_p02_rav_v01,No hay camino hacia el oeste. No hay salida. Una maldición. Una maldición me impide el paso.,
Subtitles::vx_c00379_p01_plr_v03,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v01,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v02,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v04,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v06,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v07,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00379_p01_plr_v08,"Desde Smaug, no ha habido otro dragón. Voy a necesitar un arma más grande.",
Subtitles::vx_c00222_p01_gmen_v01,Aquí no hay nada.,
Subtitles::vx_c00222_p01_gmen_v02,Aquí no hay nada.,
Subtitles::vx_c00222_p01_redo_v01,Aquí no hay nada.,
Subtitles::vx_c00222_p01_redo_v02,Aquí no hay nada.,
Subtitles::vx_c00067_p01_plr_v07,Aquí hay mineral.,
Subtitles::vx_c00362_p02_plr_v06,Hay tantas cosas que me gustaría aprender.,
Subtitles::vx_c00221_p01_nato_v01,Hay algo ahí fuera.,
Subtitles::vx_c00221_p01_nato_v02,Hay algo ahí fuera.,
Subtitles::vx_c00221_p01_redo_v01,Hay algo ahí fuera.,
Subtitles::vx_c00221_p01_redo_v02,Hay algo ahí fuera.,
Subtitles::vx_c00077_p01_plr_v04,Aquí hay algo.,
Subtitles::vx_c00078_p01_plr_v02,Allí hay algo.,
Subtitles::vx_c00377_p01_plr_v01,"¡Ahí está el puente de Khazad-dûm, la salida!",
Subtitles::vx_c00377_p01_plr_v02,"Ahí está el puente de Khazad-dûm, la salida.",
Subtitles::vx_c00377_p01_plr_v03,"Ahí está el puente de Khazad-dûm, la salida.",
Subtitles::vx_c00377_p01_plr_v06,"Ahí está el puente de Khazad-dûm, la salida.",
Subtitles::vx_c00377_p01_plr_v07,"Ahí está el puente de Khazad-dûm, la salida.",
Subtitles::vx_c00377_plr_v08_,"Ahí está el puente de Khazad-dûm, la salida.",
Subtitles::vx_c00377_p01_plr_v04,"Ahí está el puente de Khazad-dûm, la salida. Ja, ja.",
Subtitles::vx_c00564_p01_plr_v01,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v02,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v04,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v05,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v06,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v07,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v08,Son demasiados.,
Subtitles::vx_c00564_p01_plr_v03,Son demasiados.,
Subtitles::vx_c00076_p01_plr_v08,Hala. Ha sido más fácil de lo que parecía.,
Subtitles::vx_c00385_p01_plr_v01,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v03,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v02,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v04,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v05,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v06,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v07,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00385_p01_plr_v08,Seguro que estos orcos de Gundabad llegaron antes de que la dragona sellara las salidas.,
Subtitles::vx_c00399_p01_plr_v01,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v02,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v03,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v04,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v05,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v06,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v07,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00399_p01_plr_v08,Estos orcos están al servicio de la dragona de la sombra. Repugnante.,
Subtitles::vx_c00341_p01_plr_v01,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v02,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v03,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v04,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v05,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v06,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v07,Esto son marcas de mago.,
Subtitles::vx_c00341_p01_plr_v08,Esto son marcas de mago.,
Subtitles::vx_c00358_p02_plr_v07,Esos orcos son muy raros. No me gustan.,
Subtitles::vx_c00025_p01_plr_v01,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v02,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v03,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v04,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v05,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v06,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v07,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00025_p01_plr_v08,Estos conductos de sombra son casi tan malos como las runas malditas.,
Subtitles::vx_c00583_p01_plr_v03,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v05,Atacan el campamento.,
Subtitles::vx_c00350_p02_plr_v05,Son el auténtico terror oculto entre las sombras.,
Subtitles::vx_c00357_p02_plr_v03,Trajeron conocimientos increíbles a Khazad-dûm.,
Subtitles::vx_c00060_p03_natg_v02,"Por mí, que se pudran todos. Ambos tienen buena carne. Pero ella da miedo.",
Subtitles::vx_c00060_p03_nato_v02,"Por mí, que se pudran todos. Ambos tienen buena carne. Pero ella da miedo.",
Subtitles::vx_c00032_p02_plr_v07,Está claro que a los jóvenes enanos no se les habla de la existencia de este lugar.,
Subtitles::vx_c00007_p02_plr_v04,Ellos tampoco consiguieron abrir las puertas desde dentro.,
Subtitles::vx_c00385_p02_plr_v08,Parece que aquí no les va especialmente bien.,
Subtitles::vx_c00168_p02_deepo_v02,¿Son fáciles de despellejar?,
Subtitles::vx_c00364_p02_plr_v03,Pero aguantaron estoicos. Sobrevivieron.,
Subtitles::vx_c00223_p01_gun_v02,Se han escapado.,
Subtitles::vx_c00723_p02_plr_v01,En algún sitio tienen que acabar.,
Subtitles::vx_c00723_p02_plr_v07,En algún sitio tienen que acabar.,
Subtitles::vx_c00385_p02_plr_v02,No les gustan nada los orcos de ojos rojos.,
Subtitles::vx_c00090_p06_rav_v01,Siguen los consejos y se quedan fuera. El rey dice que debes forjar un arma de mithril. Matar a la dragona.,
Subtitles::vx_c00383_p02_plr_v01,¿Harán de Moria un lugar como Mordor? Me niego.,
Subtitles::vx_c00007_p02_plr_v05,A ellos les pasó lo mismo. Tuvieron que emprender un largo viaje a través de <Subtitle.Italic>Khazad-dûm</>.,
Subtitles::vx_c00374_p02_plr_v01,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v02,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v03,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v04,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v05,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v06,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v07,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00374_p02_plr_v08,"Al fin y al cabo, aquí no contaban con ayuda alguna.",
Subtitles::vx_c00007_p02_plr_v07,"Ellos también se quedaron atrapados aquí, ¿no?",
Subtitles::vx_c00385_p02_plr_v05,"Si puedo evitarlo, no volverán a la superficie.",
Subtitles::vx_c00399_p02_plr_v06,Pronto dejarán de estar al servicio de nadie.,
Subtitles::vx_c00737_p02_nato_v01,Qué tentempié tan delicioso.,
Subtitles::vx_c00583_p01_plr_v01,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v02,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v04,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v06,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v07,Atacan el campamento.,
Subtitles::vx_c00583_p01_plr_v08,Atacan el campamento.,
Subtitles::vx_c00613_p01_natg_v01,No sobrevivirán para ver un nuevo día.,
Subtitles::vx_c00613_p01_natg_v02,No sobrevivirán para ver un nuevo día.,
Subtitles::vx_c00358_p02_plr_v04,Están dejando Moria como a ellos les gusta: en ruinas.,
Subtitles::vx_c00216_p01_deepg_v01,Los enanos. Están aquí.,
